gene	0 somites	05 somites	10 somites	15 somites	20 somites	30 somites	larval-2dpf	larval-3dpf	larval-5dpf	larval-10dpf
BX248410.2	0	0.885420044	0.485400555	2.965398502	0.866607345	1.511829856	15.52436164	9.627234182	37.14152052	13.62047831
BX248410.3	0	0.186671635	1.823005513	0	0.740551294	8.865005717	26.1337684	5.9609625	23.7102452	11.32376454
BX248410.4	0.230377592	1.189680928	0.728817159	1.290790635	3.519271012	10.40847989	51.10820984	6.969367394	366.2527598	107.1299312
BX248410.5	0	0.188643646	0	0	0.384893071	0	7.665267225	7.382695468	17.01485151	11.97585038
BX322608.1	0.316836717	0.327214593	0.449445251	0.468830733	0	0.781214941	1.248907212	3.398011115	3.097357332	0
BX323560.1	3.989731767	9.814475456	11.50019271	13.93285818	21.05655203	18.73019991	25.56512881	179.7162393	100.8826385	98.94561426
BX323820.1	11.15820803	17.49473169	27.38271133	19.9164517	42.61157825	32.90773018	34.5945609	521.0431945	154.6415904	445.500738
BX324003.1	0	0.139701863	0	0	0.205123994	0	0	2.000800537	0	0
BX324003.2	30.41649715	79.62130276	56.8342028	21.81978544	60.66862786	62.71319672	24.99052659	90.34976581	33.56631114	30.26374821
BX324164.1	0	0.190439918	0.872949415	0	0	0.476462734	0	2.819582033	1.015847198	23.94372815
BX324164.2	0	0	0	0.169173255	0.175916943	0	1.756851716	3.469340626	2.315449041	12.34765012
BX324164.3	13.92162751	80.82688948	68.83395319	77.77099548	93.07463199	106.4952325	139.1851154	439.4599605	359.7644002	399.4532168
BX324164.4	51.75082838	322.0599694	668.4286804	631.0131233	641.3074207	1421.977901	586.3696281	1342.813958	1563.439248	1351.331041
BX324164.5	0	0	0	0	0	0	0	0	0	0
BX324179.1	0	0	0	0	0	0	0	0	0	0
BX465862.2	2.169270266	4.672378988	7.041307381	9.377847164	4.636336422	9.075103361	21.44272038	67.68914743	69.78326647	80.27390135
BX465862.3	1.259282525	5.263539692	1.819727209	5.282077982	1.306688794	9.177147963	37.59868428	37.0295732	64.22177638	14.08791746
BX465862.4	0.412270606	1.261355612	2.985245592	1.295827415	1.259856317	10.06666914	54.36604078	293.1227886	570.3906554	965.5447996
BX465862.5	0	0.895073801	0	1.212334809	0.748684842	0	2.065262351	2.382035236	0	3.299392022
BX470116.1	16.64206449	110.6119046	50.83748922	40.39585828	26.83668008	38.97413837	8.936913099	60.39655024	108.5098008	25.04438843
BX470240.1	0.352075445	0.365702303	0	0.413873058	1.823706231	0	4.201376657	0	0.58599473	0
BX510924.1	1.48961235	2.593051217	9.387821749	1.082749051	7.162016939	2.060601745	2.95658487	4.419442849	9.643765366	5.548419328
BX530097.1	44.10192905	239.5055522	148.1093994	159.8363438	216.5047856	324.127279	402.6189384	559.6962577	367.9779932	202.3498758
BX537156.1	0	0	0.238407449	0	0	0	2.406159672	2.965599084	0	1.374948494
BX537162.1	8.245748144	5.691725931	18.37048532	9.727133647	18.11778184	10.3840895	10.18205938	50.5679701	26.23810611	65.20463524
BX537168.1	0.139479732	0.299688316	1.096093795	0	0.512323028	0.325637442	1.562028182	0	3.418638493	7.569324422
BX537308.1	5.838110504	17.3109506	15.28439685	32.19666923	36.48757882	42.35563579	51.03264963	68.86199838	477.1167245	280.3767078
BX537308.2	0	0	0	0	0	0	0	0	0	0
BX537358.1	1.340064809	7.437286909	6.679603697	6.353421754	7.653451926	24.87814525	17.86648193	21.474274	36.21373416	10.4594798
BX539310.1	0.671862738	0.206765371	0.636789439	0.718949985	3.539698521	3.002428574	0	31.7843275	26.07085025	75.11432918
BX547928.1	0.529843976	1.418931441	6.562197973	5.601369539	9.454730397	11.932802	80.2164854	142.778249	138.5869054	57.05604579
BX548173.1	0	0.165988878	0	0	1.418624023	0	3.25460269	0.985901575	3.137606361	3.932496387
BX548173.2	0	0.155057978	0.610860427	0	0	0.230696481	1.115946903	0.877963022	4.176128911	0
BX569790.1	0.797183132	3.926856524	5.345107517	7.010203161	7.31275766	3.568521875	0	35.29481037	65.15998547	117.6275161
BX569790.2	0	0	0	0	0.466417913	0	1.199759987	1.556904824	0	0
BX569790.3	1.560856895	2.904438128	5.657217142	5.781795306	1.272048266	13.34896345	6.819683116	15.33927259	24.69649849	9.527852027
BX571705.1	6.036640098	36.78561125	38.67036441	49.76571296	22.69633545	48.29106277	65.39044969	26.64719901	117.965057	38.26239142
BX571711.1	0	0	0	0	0	0	0	0	0	0
BX571711.10	0	0	0	0	0	0	0	0	0	0
BX571711.11	0	0	0	0	0	0	0	0	0	0
BX571711.12	0	0.111263163	0	0.472701532	0	0	0	0	0	0
BX571711.13	0	0	0	0	0	0	0	0	0	0
BX571711.14	0	0	0	0	0	0	0	0	0	0
BX571711.15	0	0	0.677879064	0	0	0	0	0	0	0
BX571711.16	0	0	0	0	0	0	0	0	0	0
BX571711.17	0	0	0	0	0	0	0	0	0	0
BX571711.18	0.278040377	0	0	0	0.292073119	0	0	0	0	0
BX571711.19	0	0	0	0	0	0	0	0	0	0
BX571711.2	0	0	0	0	0	0	0	0	0	0
BX571711.20	0	0	0	0	0	0	0	0	0	0
BX571711.21	0	0	0	0	0	0	0	0	0	0
BX571711.22	0	0.30889938	0.184556327	0	0.112643062	0	0	0	1.070091041	0
BX571711.3	0	0	1.416639919	0	0.451609982	0	0	0	0	0
BX571711.4	0	0	0	0	0	0	0	0	0	0
BX571711.5	0	0	0	0	0	0	0	0	0	0
BX571711.6	0	0	0	0	0	0	0	0	0	0
BX571711.7	0	0	0	0	0	0	0	0	0	0
BX571711.8	0	0	0	0	0	0	0	0	0	0
BX571711.9	0	0	0	0	0	0	0	0	0	0
BX571719.1	0	0	0	0	0	0	0	4.864118056	0	1.595405129
BX571719.2	1.251240174	1.230286435	1.035469479	1.163167339	2.620021473	2.36553192	0	64.46159611	0	20.47703821
BX571719.3	0	0	0	0	0	0	0	0	0	0
BX571719.4	33.39115142	15.76392704	37.03724682	17.70481805	33.65496588	8.330848601	10.17804233	10.89015534	16.16854082	9.315436014
BX571796.1	0	0.352494072	0	0	0.500879507	0	0	0	0	0
BX640593.1	0	0	0	0	0	0.471120325	0	1.852881319	0	0
BX649263.1	0	0	0	0	0	0	0	0	0	0
BX649324.1	0	0	0.487495721	0	0	0	0	0	0	0
BX649324.2	1.423019028	8.321764	2.061613619	3.325354162	0.61861918	4.466220165	2.788157496	2.788169109	2.574043617	0
BX649324.3	0	0.163993569	0	0	0	0	3.123048089	0	0	0
BX649328.1	0.238242724	2.213088121	1.530202535	0.369972989	0.121000915	0.308908937	0	1.3861935	0	2.408779579
BX649328.2	0.163372009	0	0.350133621	0.428384379	0	0	0	0	0	3.989753905
BX649328.3	0.342258361	0.470174929	1.858378067	0.259794237	0.117678902	1.66954792	0.66317394	1.639612998	3.648297488	0
BX649349.1	0.820211971	0.758307135	3.33573347	5.92748999	3.049346747	16.65662222	8.210273518	39.10792942	13.93231502	31.14523912
BX649349.2	0	0	0	0	0	0	0.859549525	2.056160916	0	0
BX649350.1	0.442684036	1.35075169	2.072781428	3.013076106	1.292113201	2.284212761	0	1.471237396	8.616781117	0
BX649350.2	2.675125514	12.8340449	17.08138005	21.17916091	16.4522083	18.4985545	34.36633272	71.19728669	78.06430674	43.83760695
BX649398.1	1.585006491	7.76220304	2.113025312	3.903401695	4.831849178	3.738500428	8.922402169	4.339865031	15.02083033	8.547553479
BX649398.2	6.035273248	37.14700213	29.58563645	35.80268806	32.07086088	30.11891348	51.93085537	136.7483456	191.1877862	233.2294925
BX649398.3	3.621779268	4.759109141	4.963429167	3.057227813	5.815183459	5.989057298	26.86534688	16.69193383	23.7945495	11.95789458
BX649411.1	1.250940102	3.542906569	20.28010351	69.80965866	120.6780276	222.6589629	81.59984117	59.34284849	225.3238253	156.4634447
BX649411.2	1.121857682	7.483890219	22.26549922	9.062865281	35.01745012	68.48750911	26.28036769	383.5131454	285.9626955	1154.359651
BX649411.3	0.143539972	0	0	0.154211507	0.387180574	0.880859086	0	1.91168035	1.02785495	0.557880022
BX649423.1	0	0	0	0	0	0	0	0	0	1.11370983
BX649423.2	0	0	0	0	0	0	0	0	0	0
BX649423.3	0	0	0	0	0	0	0	0	0	0
BX649468.1	0	0	0	0	0	0	0	0	0	0
BX649476.1	0	0	0	0	0	0	2.819514912	0.54103774	0	0.738770598
BX649500.1	0	0	0	0	0	0	0	0	6.111454104	2.118643847
BX649534.1	0	0	0.307314266	0	0	0.335199248	0	0	0	0
BX649620.1	26.87534601	102.9760104	81.04808655	59.06063136	70.65887269	136.0770836	161.2722881	322.8267393	318.6482979	306.72148
BX784029.1	0	0	0	0	0	0	0	0	0	0
BX784029.2	0.235771231	0	0.684432205	0.231454712	0.981284313	0	0	4.411824072	0	3.699997009
BX784029.3	0	0	0	0.188153846	0	0.511692183	0	1.118943749	1.233045665	0
BX842699.1	0	0	0.565608277	0	1.023821168	1.267746982	11.54020657	20.16596171	51.22135092	22.94074841
BX855618.1	0.840859494	0	1.901717601	0.920092471	2.623086859	11.1711519	54.27329386	57.20863554	2392.016552	2407.488711
BX890562.1	4.242681468	6.173392919	6.757779885	15.04956111	32.41138896	32.80364318	24.4642784	60.71432208	67.35772634	91.50715641
BX890562.2	0	0	0.176753398	0.750271958	6.107542304	1.775291213	4.368764019	6.621233054	8.428416062	0.625234413
BX890562.3	0.901227909	1.944622912	2.592185434	0.938913812	1.517639341	3.414977745	7.377210102	1.02785495	5.586427509	3.444992578
BX890562.4	0	0	0	0	0	0	0	0	0	0
BX890572.1	0	0.233726787	0.12614157	0.15574381	0.13903178	0.11107284	5.931196134	4.759160527	52.42982512	0
BX890572.2	0	0	0	0	0	0	0	0	0	0
BX897729.1	0	0	0	0	0	0	0	0	0	0
BX897748.1	0	0.237011752	0.224255475	0.70655559	0.121927421	0.567859188	0	0	2.325581479	0
BX899181.1	0.178788531	0.542161455	1.063159616	1.819212917	1.651583531	0.756066071	11.80888395	4.233792241	17.60545578	10.35523921
BX901882.1	0.277870049	0.913608593	5.11644546	0.475669503	4.857296403	0.99129145	2.747467515	8.568781277	0	9.11734984
BX901954.1	0	0	0	0	0	0	0	0	0	0
BX901962.1	1.593314232	2.55248333	2.166974974	0.61467851	1.914892525	8.660016993	13.83610109	48.19908143	99.83218867	7.762800352
BX901962.2	11.20449566	56.65222084	70.89086574	26.68297304	40.89834674	61.00941227	80.52820871	491.8964407	109.0178666	350.0330914
BX901962.3	2.25615181	7.774763632	33.23728201	8.257870542	7.50765276	21.98145901	13.75189176	230.8112785	50.21536898	124.6605098
BX901962.4	0	0	0	0	0	0	0	0	0	0
BX950217.1	0.973312091	0.203078674	0.460695622	0.103567912	0.351234891	1.208168249	9.368897907	55.01375829	16.36311038	75.25601566
BX957270.1	0.145486291	0.881878287	1.302582231	0.932165338	1.634047824	2.946401122	5.099068183	3.808043508	1.869271643	1.523466288
C4H12orf66	52.75626807	183.8386448	248.8003967	140.2327707	195.5402758	178.4128757	219.1498086	477.6397731	385.91083	298.6145076
CABZ01020834.1	0	0	0.319811979	0	0	0	0	0	0	0
CABZ01020840.1	6.497777097	71.43557019	84.11976092	262.1106523	110.7249309	220.6666298	331.0782214	298.2813526	955.0241463	380.151954
CABZ01060112.1	0	0	0	0	0	0	0	0	0	0
CABZ01060112.2	0	0	0	0	0	0	0	0	0	0
CABZ01060113.1	0	0	0	0	0	0	0	0	0	0
CABZ01060113.2	0	0.474856391	0	0	0	0.481301451	0	0	0	0
CABZ01068469.1	51.52312994	233.3380136	128.8799434	183.6162166	152.0986827	296.6675487	440.5092023	619.2432145	466.1723738	310.5460863
CABZ01085275.1	1.444450616	2.791579487	2.335760412	0.473251277	3.117120106	2.796650655	32.76249375	12.72469983	72.6603425	30.06791642
CABZ01085700.1	0	1.810324646	1.634116361	6.170402981	5.576024473	31.28628805	60.29153528	234.4388936	54.13367998	77.0558436
CABZ01087265.1	1.355841763	0	7.65818844	0.153732629	0.285787784	0	1.999600258	0	0	2.090737892
CDPF1	565.5004298	3252.562638	2665.217903	3145.444047	3116.847233	4729.488664	4163.545772	5677.004918	8868.826641	7595.088511
CR293509.1	1.870850893	12.6818877	41.32105474	55.56431035	99.92019835	285.2514884	924.1941994	2296.072974	1559.376175	1672.115411
CR354372.1	0.762426083	5.301056038	5.738405401	16.50786664	8.031580518	52.07164493	175.9673585	918.7789771	205.8610475	345.3587134
CR356233.1	0.173562891	0.878182995	2.016341064	2.104308876	5.877039833	29.44405861	485.1707801	1235.384438	1115.439058	858.4037713
CR356233.2	0.353330904	0.280230207	0	0	1.198938786	0.757281213	0.6931928	0	3.448129846	0
CR382372.1	48.42819717	390.0705513	918.9475391	438.2366929	239.0487687	371.0054384	688.4722936	1142.985888	488.0440168	510.8334791
CR383662.1	0.697302314	1.47213285	3.470285897	2.878303614	3.229804864	3.892667676	7.179643719	1.086366138	11.66408766	30.8203238
CR383662.2	1.242812277	8.534678576	3.909513137	1.704291723	0.826326119	3.123067809	1.144688561	0	12.33177512	8.486171961
CR383662.3	2.253414804	4.893694412	13.02694761	7.946336557	18.21694651	19.91380997	8.105237563	64.18044283	52.20821373	111.713372
CR383662.4	0	1.426926005	1.911906851	2.80174725	1.896261092	9.043376227	3.65060744	17.43536542	27.87934313	15.69982097
CR383662.5	2.540637106	1.979257101	8.433334073	14.07457098	5.98784866	23.78731918	19.78569663	109.7450509	33.4327786	45.5724432
CR383662.6	0.202003877	1.438969049	2.030544869	2.160645512	1.802251813	2.743205591	0.806841999	24.59930517	8.775219414	8.836049697
CR383662.7	0.235771231	0.459364748	0.693727492	0.245657998	1.255230039	0.430830264	0.923020117	1.017500953	0.990491182	0.582343362
CR383662.8	0.647378533	0.212960787	3.058674925	2.972379164	1.925833036	1.832928685	4.257890505	20.65484886	6.934856082	4.135482431
CR383668.1	0	2.65649231	3.514189481	1.589956693	1.633041907	1.822680058	5.149702612	13.70917662	5.835639601	22.35650569
CR383668.2	26.56577161	142.8941027	148.1085534	78.12659956	90.18447751	177.2189377	280.69803	554.8544934	427.5291722	350.9295597
CR388132.1	2.23758032	9.71508554	2.68119656	13.67968839	6.367009158	86.49887281	144.8695804	19.81684319	15.80807366	5.108820058
CR388132.2	238.9094956	685.9078124	343.4351889	323.4507214	541.2113509	698.6307996	930.0344482	862.1961215	466.7854017	224.7057187
CR388190.1	0	0	0	0.462705882	0	0	0	0	0	0
CR388190.2	1.681168705	11.306031	4.096100514	9.184462594	7.300668921	19.66400698	47.87495312	69.47349178	68.63861186	39.39954445
CR388228.1	0.80804222	0.588937716	3.176780814	6.092770405	0.383094758	1.223177334	5.801032429	9.845206069	9.315175337	15.71675175
CR394543.1	0	0	0	0	0	0	0	0	0	0
CR394552.1	3.157100841	12.14398689	9.264053951	4.66224813	11.83490301	11.62934777	23.34805701	26.33862198	10.53918508	6.049010262
CR450785.1	0.534590631	0.775609198	2.112984803	1.973512679	1.544549208	2.570651889	9.015052901	8.266060337	1.364256554	1.365560712
CR450785.10	0	0	0	0	0	0	0	0	0	0
CR450785.11	5.459449622	29.15468243	20.90334664	30.50513771	23.05691623	50.18823312	35.01846474	28.80252537	40.79219412	7.008834585
CR450785.12	0	0	0	0	0	0	0	0	0	0
CR450785.13	0	0	0	0	0	0	0	0	0	0
CR450785.14	0	0	0	0	0	0	0	0	0	0
CR450785.15	0	0	0.178817304	0	0	0	0	0	0	0
CR450785.16	0	0	0	0	0	0	0	0	0	0
CR450785.17	0	0	0.186553237	0	0	0	0	0	0	0
CR450785.18	0	0	0	0	0	0	0	0	0	0
CR450785.19	0	0	0	0	0	0	0	0	0	0
CR450785.2	0	0	0	0	0	0	0	0	0	0
CR450785.20	0	0	0	0	0	0	0	0	0	0
CR450785.21	0	0	0	0	0	0	0	0	0	0
CR450785.22	0	0	0	0	0	0	0	0	0	0
CR450785.23	0	0	0	0	0	0	0	0	0	0
CR450785.24	0	0	0	0	0	0	0	0	0	0
CR450785.3	0	0	0	0	0	0	0	0	0	0
CR450785.4	0	0	0	0	0	0	0	0	0	0
CR450785.5	0	0	0	0	0	0	0	0	0	0
CR450785.6	0	0	0	0	0	0	0	0	0	0
CR450785.7	0	0	0	0	0	0	0	0	0	0
CR450785.8	0	0	0.18612614	0	0	0	0	0	0	0
CR450785.9	3.060650452	1.834253211	3.552165318	1.669953446	11.4877901	0.714826022	0	0	0	0
CR548631.1	0	0	0	0	0.506108326	0	0	0	0	0
CR749763.1	1.776447	2.589316951	10.84183545	4.045650209	27.20968971	73.03107229	16.54693539	81.01604899	173.4497408	80.4745795
CR749763.2	0	0	0	0	0	0	0	1.007556735	0	0
CR749763.3	0	0.330196479	0.10275063	0	0	0.221990373	2.88749084	9.194887411	9.396978247	25.51395913
CR749763.4	0	0	0.457160569	0	0.500090818	0.579733075	0	3.380725102	8.03701113	8.727757945
CR749763.5	8.242640626	72.65261611	34.0338117	17.38605325	54.94782972	107.8412093	39.96682062	145.0211901	269.276631	159.0205358
CR749763.6	0	0	0	0	0	0	0	1.847404333	0	0
CR749763.7	0	0	0	0	0.17125926	0	0.558191495	0	0.575076247	1.516776373
CR749777.1	1.018835849	1.732900032	6.655338164	0.94407867	5.533067961	0.783770245	0	8.200103161	3.113480588	12.85343079
CR751234.1	0	0.567984877	0.998499562	1.395127633	0.20672261	0.348699321	0	4.725060215	0	0
CR786571.1	0.575603195	1.229260064	0.945899468	1.626370315	2.253996787	3.57501143	4.890839432	4.118529207	13.51234565	2.476659585
CR786571.2	0	0.733967693	1.52529441	0.170514615	1.286603774	0.854293898	1.437401179	4.376343126	2.919723066	3.29380731
CR786571.3	33.38908087	267.4697828	26.52999032	204.804132	30.22826622	48.67651562	83.28697124	56.25227633	28.96490297	23.1257231
CR786571.4	6.089963269	14.58424799	34.98466708	59.0951176	16.26862459	29.35296949	23.76405863	16.83750793	57.11899904	10.22650325
CR792413.1	0	0.197917901	0.175014879	0	0	0	0	1.224439813	0	0
CR792454.1	0	0.445006718	0.64776202	0.50294681	0.46642297	3.181839004	2.184359868	256.1178887	29.39641912	124.3352718
CR847504.1	0	0	0	0	0	0	0	0	0	2.871384637
CR847895.1	42.33828198	146.7464016	153.1020926	62.24676845	151.7723707	150.5882964	241.0557659	241.7553132	211.5667546	79.9272739
CR847906.1	983.8860006	945.3946079	11842.86739	557.8436735	995.2905078	425.0211234	400.0273163	203.9948498	215.5962504	180.4185675
CR847906.2	0	1.560638114	0	0.164441222	3.626275192	2.836899362	5.17904721	0	0	0
CR847994.1	74.61337397	141.8441787	430.8340479	253.2251926	243.8049121	160.3874699	359.9503984	1391.650041	514.4756567	1895.113611
CR936249.1	4.826715135	3.376276349	11.9908461	7.867688803	17.33922763	19.81325855	43.01508961	95.7350977	28.19737468	35.68518228
CT009596.1	3.296704095	2.131559601	9.431219308	3.135302506	8.054581082	1.372922795	7.783736068	1.783658998	0.556947879	0.505229146
CT025695.1	0.527272775	0.306353762	0.294265268	0	0.660110845	1.891370424	1.090869486	0	0.791577691	4.017543568
CT025695.2	0	0	0	0	0	0	0	0	1.230769221	0
CT027578.1	0	0	1.611085989	0	0	0.174965872	2.193944873	0	0	0
CT027578.2	0	0	0	0	0	0	0	0	0	0
CT027801.1	9.243258355	20.16781476	9.152526566	15.24665638	38.31969972	24.58031833	6.012736492	92.2658434	38.68972606	76.11750923
CT027801.2	13.60404766	32.8712695	23.73546137	39.93123474	61.92494751	84.54047718	52.02747172	244.5144689	81.37366143	99.18751364
CT573048.1	0.995582652	0.253517586	1.961430564	1.329017824	1.969662322	1.882263781	0.864528362	9.650724944	6.483932847	8.243886341
CT583696.1	0	0	0	0	0	0.408313252	0	0	0	0
CT868708.1	2.811399585	17.33830431	6.197604687	0.636514837	12.8016353	8.291657172	29.00372291	33.13231911	30.91795565	16.66001198
CU137645.1	0.317004068	1.107384859	0.128351579	1.02257087	0.989478589	0.941824511	2.106593543	0	3.663811094	3.920795187
CU137645.2	0.322056048	0	0	0	0	0	0	0	0	0
CU207245.1	14.49596874	113.9626624	99.8312381	107.7491966	60.84730551	140.6153604	69.66209551	114.0275223	114.0121987	110.3931838
CU302413.1	1.270435129	1.742398632	6.404991644	1.846490946	0	4.293303835	2.215166839	2.310002306	11.00222762	4.20710584
CU467633.1	0	0	0.200783039	0	0.583517455	2.250458708	5.511379832	10.27278222	55.74999838	36.44363777
CU467633.2	0	0	0.167726118	0	0.293823821	0	0	0	0	0
CU467633.3	0	0	0	0	0	0	4.409911603	3.576687991	4.47345187	2.360980082
CU468826.1	1.029295733	3.397225227	1.591591846	2.259878429	4.04810995	9.574345266	12.01593139	3.84250602	19.41223718	11.99794856
CU468826.2	0	0	0.255271376	0	0	0	0	0	0	0
CU468826.3	0.45583074	1.637491683	3.416771324	7.064257031	35.2721516	86.26784536	53.55433041	23.80750522	241.8538157	37.20535033
CU468915.1	15.17201128	133.3560014	155.3517671	169.9315955	171.8041673	291.2422914	189.3757468	393.0719727	454.8024811	464.6331254
CU468917.1	4.156876733	17.37516771	70.39956934	16.14713081	26.92940415	30.16096944	43.52860968	212.5417436	239.3115091	755.5967088
CU469420.1	7.124113719	31.65454128	19.81114733	24.03009911	27.75522462	25.73556541	26.83502281	70.11111962	220.8445267	28.32280784
CU469420.2	0.675252986	4.694396167	6.562430608	2.516970884	11.85682996	4.943654035	9.605279436	5.735542344	24.32223831	12.39128921
CU469420.3	11.89194619	50.92233061	51.07059956	74.93110274	50.78925852	66.1140479	53.58094446	41.16378264	203.6967929	63.3202148
CU469420.4	15.3832902	56.25918893	70.69214311	45.92023473	83.81710799	88.77472413	43.04871424	81.46483015	101.7271308	51.62274584
CU571163.1	0.633048498	4.007594821	10.8641231	15.11083905	5.824888963	6.220944261	19.26001798	31.42695331	27.71168985	44.39802368
CU571169.1	0.917930047	7.576530835	9.396721313	9.179801947	10.38279913	21.77809473	26.04143747	30.6895495	24.85883427	2.957178098
CU694442.1	0.438006731	1.300889163	3.857297684	1.453758232	2.856694504	10.15711909	70.32054297	148.8210564	187.9122182	52.67942116
CU694442.2	0	0	0	0	0	0	0	0	0	0
CU695020.1	0	0.800768618	0.253273589	0.331114887	0	0.51376897	1.211533731	1.259445806	3.532320972	0
CU695020.2	0	0	0.24011334	0	0.283881216	0.436357345	0.745100951	0	0	0
CU855889.1	0.124098733	0.298160356	0.794715735	0.488359778	0.412825438	0.481759505	1.563232811	5.224860856	0.922339045	5.485481801
CU855889.2	152.8988607	827.5450571	227.9036967	269.523392	525.2945192	202.1681409	401.6153778	169.1109515	238.3206514	57.43646001
CU856344.1	0	0.28282155	1.312820048	0	1.071996188	2.520552123	0.861400661	10.68884692	7.299067884	21.03750942
CU928073.1	2.770667587	26.62329051	6.478497028	7.836803961	3.67376787	10.59717976	15.23165593	19.39027564	67.04141676	14.51811248
CU928083.1	0	1.933269817	1.731090238	0.240552297	2.213052087	1.009642306	15.80859532	34.74300121	57.84502625	116.1225931
DEPDC4	101.4950953	696.3043731	387.2376255	598.4962679	822.5257879	1715.661988	1091.183357	1170.595265	449.082814	120.988002
DGKI	0.736739396	2.312949342	1.347814444	5.615126799	3.687805094	18.24018551	105.6411446	255.9620807	113.0986875	65.06050083
ELAPOR2	0.972729895	6.983870753	11.23540655	55.18634893	71.67950372	344.8604294	870.2070678	5205.277455	991.281347	2499.608464
ENSDARG00000081841	0	0	0	0	0	0	0	0	6.808329916	14.89529771
ENSDARG00000083126	0	0	0	0	0	0.174699951	0.930665475	4.579063661	0	0
ERC1	93.14623287	572.1913243	402.341642	617.8693897	751.0219303	1383.236707	3175.444359	4147.944078	4778.804988	4310.22535
FAM180A	2.345084188	3.216759036	7.002320887	9.434750207	9.358191809	30.34383542	1497.785298	1788.178614	3040.659903	2605.254312
FAR2	22.33348792	131.1498624	45.9663928	58.23997657	82.71513103	256.5659108	302.4232072	839.5184447	1276.735344	1449.417358
FO681358.1	0	0	0	0	0	0	0	0	0	0
FO681358.2	0	0	0	0	0	0	0	0	0	0
FO681360.1	0	0	0	0	0	0	0	0	0	0
FO704886.1	0	0	0.105940061	0	0	0	0	0	0	0
FO834823.1	4.144833844	27.51522607	25.27185272	28.84989492	37.63717103	61.04111045	55.51656013	24.46535382	18.30283948	6.918125298
FP102892.1	2.732784965	11.93126212	32.33978635	21.8560033	16.76688633	20.20102248	86.21190368	32.84481707	84.07286099	21.78169748
FP236161.1	0.114070599	0.366484154	6.504013767	2.754383612	3.206646459	1.522420777	3.454231409	0	0	0
MDFIC	6.367361185	39.80833033	59.69531228	86.59061978	255.4146265	602.8940191	3024.991791	4497.049667	6337.822044	2721.585398
